Series-alias,Series-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[none:Calculation_1582170853711380484:nk]-alias,Series (label)-alias,Series (label)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[none:Series (copy)_733805286280675329:nk]-alias,Type-alias,Type-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[none:type:nk]-alias,SUM(Pivot Field Values)-value,SUM(Pivot Field Values)-alias,MONTH(Service Month)-value,MONTH(Service Month)-alias,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-value,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-alias,ATTR(rolling_tooltip_text)-alias,ATTR(rolling 3 months average text)-alias,ATTR(rolling 3 months average text)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Calculation_892838648462733318:nk]-alias,ATTR(Description)-alias,ATTR(Description)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Description:nk]-alias,ATTR(Series tooltip)-alias,ATTR(Series tooltip)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Series (copy)_147492889927708672:nk]-alias,ATTR(State1)-alias,ATTR(State1)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:State:nk]-alias,SUM(policy_event_ind)-alias
Aus,0,Aus,0,Total,0,0.8475941711,0.8475941711,2015-10-01 00:00:00,October 2015,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8489577268,0.8489577268,2015-11-01 00:00:00,November 2015,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8489069763,0.8489069763,2015-12-01 00:00:00,December 2015,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8504119963,0.8504119963,2016-01-01 00:00:00,January 2016,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8503870586,0.8503870586,2016-02-01 00:00:00,February 2016,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8542742762,0.8542742762,2016-03-01 00:00:00,March 2016,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8642699941,0.8642699941,2016-04-01 00:00:00,April 2016,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8585248921,0.8585248921,2016-05-01 00:00:00,May 2016,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8559424371,0.8559424371,2016-06-01 00:00:00,June 2016,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8527687778,0.8527687778,2016-07-01 00:00:00,July 2016,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8524200538,0.8524200538,2016-08-01 00:00:00,August 2016,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8530185817,0.8530185817,2016-09-01 00:00:00,September 2016,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.853438604,0.853438604,2016-10-01 00:00:00,October 2016,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8535859974,0.8535859974,2016-11-01 00:00:00,November 2016,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8515702984,0.8515702984,2016-12-01 00:00:00,December 2016,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8516161276,0.8516161276,2017-01-01 00:00:00,January 2017,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8548147945,0.8548147945,2017-02-01 00:00:00,February 2017,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8573602743,0.8573602743,2017-03-01 00:00:00,March 2017,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8702708308,0.8702708308,2017-04-01 00:00:00,April 2017,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8621421836,0.8621421836,2017-05-01 00:00:00,May 2017,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8596116283,0.8596116283,2017-06-01 00:00:00,June 2017,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.858736542,0.858736542,2017-07-01 00:00:00,July 2017,0,0, ,%null%,0,"From 1 July 2017, re-introduction of indexation of Schedule fees in a phased lifting approach commenced. However, indexation did not extend to all Medicare items.",0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8573886163,0.8573886163,2017-08-01 00:00:00,August 2017,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8573248046,0.8573248046,2017-09-01 00:00:00,September 2017,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8569437383,0.8569437383,2017-10-01 00:00:00,October 2017,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.857657006,0.857657006,2017-11-01 00:00:00,November 2017,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8558199132,0.8558199132,2017-12-01 00:00:00,December 2017,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.855581728,0.855581728,2018-01-01 00:00:00,January 2018,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8583943142,0.8583943142,2018-02-01 00:00:00,February 2018,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8611300478,0.8611300478,2018-03-01 00:00:00,March 2018,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8675347271,0.8675347271,2018-04-01 00:00:00,April 2018,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8725809306,0.8725809306,2018-05-01 00:00:00,May 2018,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8647195253,0.8647195253,2018-06-01 00:00:00,June 2018,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8614031929,0.8614031929,2018-07-01 00:00:00,July 2018,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8594659843,0.8594659843,2018-08-01 00:00:00,August 2018,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8618115296,0.8618115296,2018-09-01 00:00:00,September 2018,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8584819184,0.8584819184,2018-10-01 00:00:00,October 2018,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8588622426,0.8588622426,2018-11-01 00:00:00,November 2018,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8570168738,0.8570168738,2018-12-01 00:00:00,December 2018,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8573398705,0.8573398705,2019-01-01 00:00:00,January 2019,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8589994117,0.8589994117,2019-02-01 00:00:00,February 2019,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8610473671,0.8610473671,2019-03-01 00:00:00,March 2019,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8691571821,0.8691571821,2019-04-01 00:00:00,April 2019,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8746608891,0.8746608891,2019-05-01 00:00:00,May 2019,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8677408203,0.8677408203,2019-06-01 00:00:00,June 2019,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8592239252,0.8592239252,2019-07-01 00:00:00,July 2019,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8566165973,0.8566165973,2019-08-01 00:00:00,August 2019,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8567457483,0.8567457483,2019-09-01 00:00:00,September 2019,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8541843461,0.8541843461,2019-10-01 00:00:00,October 2019,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8547628757,0.8547628757,2019-11-01 00:00:00,November 2019,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8523325802,0.8523325802,2019-12-01 00:00:00,December 2019,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8517098103,0.8517098103,2020-01-01 00:00:00,January 2020,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8521670664,0.8521670664,2020-02-01 00:00:00,February 2020,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8758688708,0.8758688708,2020-03-01 00:00:00,March 2020,0,0, ,%null%,0,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.9438460361,0.9438460361,2020-04-01 00:00:00,April 2020,0,0, ,%null%,0,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.9237530594,0.9237530594,2020-05-01 00:00:00,May 2020,0,0, ,%null%,0,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.9092273299,0.9092273299,2020-06-01 00:00:00,June 2020,0,0, ,%null%,0,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.905327705,0.905327705,2020-07-01 00:00:00,July 2020,0,0, ,%null%,0,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.9066854799,0.9066854799,2020-08-01 00:00:00,August 2020,0,0, ,%null%,0,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.9004604937,0.9004604937,2020-09-01 00:00:00,September 2020,0,0, ,%null%,0,"From 13 March 2020, new telehealth items were introduced to protect patients and doctors during the COVID-19 pandemic. There was a temporary doubling of Schedule fees for all bulk billing incentive items between 30 March and 30 September. This included 2 temporary GP and other medical practitioner bulk billing incentive items for patients who are vulnerable to COVID-19, introduced on 20 April and ended on 30 September.",0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8834254907,0.8834254907,2020-10-01 00:00:00,October 2020,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.879466108,0.879466108,2020-11-01 00:00:00,November 2020,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8781767053,0.8781767053,2020-12-01 00:00:00,December 2020,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8776627821,0.8776627821,2021-01-01 00:00:00,January 2021,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8745749448,0.8745749448,2021-02-01 00:00:00,February 2021,0,0, ,%null%,0,"On 26 February 2021 GP attendance items were introduced for assessing a patient's suitability for a COVID-19 vaccine. It is a requirement that these items are bulk billed. In addition, bulk billing incentives are not payable for these items.",0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8760000251,0.8760000251,2021-03-01 00:00:00,March 2021,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8894056494,0.8894056494,2021-04-01 00:00:00,April 2021,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8886098634,0.8886098634,2021-05-01 00:00:00,May 2021,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8877611811,0.8877611811,2021-06-01 00:00:00,June 2021,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8901635541,0.8901635541,2021-07-01 00:00:00,July 2021,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.899652296,0.899652296,2021-08-01 00:00:00,August 2021,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8998281571,0.8998281571,2021-09-01 00:00:00,September 2021,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8952478589,0.8952478589,2021-10-01 00:00:00,October 2021,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8756263817,0.8756263817,2021-11-01 00:00:00,November 2021,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8770961333,0.8770961333,2021-12-01 00:00:00,December 2021,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8953381315,0.8953381315,2022-01-01 00:00:00,January 2022,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8773167549,0.8773167549,2022-02-01 00:00:00,February 2022,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8680978556,0.8680978556,2022-03-01 00:00:00,March 2022,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8736456113,0.8736456113,2022-04-01 00:00:00,April 2022,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8725325453,0.8725325453,2022-05-01 00:00:00,May 2022,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8629184344,0.8629184344,2022-06-01 00:00:00,June 2022,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8488415029,0.8488415029,2022-07-01 00:00:00,July 2022,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8311699928,0.8311699928,2022-08-01 00:00:00,August 2022,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8203890362,0.8203890362,2022-09-01 00:00:00,September 2022,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8071372204,0.8071372204,2022-10-01 00:00:00,October 2022,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8033125966,0.8033125966,2022-11-01 00:00:00,November 2022,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7980534258,0.7980534258,2022-12-01 00:00:00,December 2022,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7817111783,0.7817111783,2023-01-01 00:00:00,January 2023,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7798359202,0.7798359202,2023-02-01 00:00:00,February 2023,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7817175733,0.7817175733,2023-03-01 00:00:00,March 2023,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7969325211,0.7969325211,2023-04-01 00:00:00,April 2023,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7905578964,0.7905578964,2023-05-01 00:00:00,May 2023,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7776978909,0.7776978909,2023-06-01 00:00:00,June 2023,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7667544243,0.7667544243,2023-07-01 00:00:00,July 2023,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7640035595,0.7640035595,2023-08-01 00:00:00,August 2023,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7632041065,0.7632041065,2023-09-01 00:00:00,September 2023,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7527148152,0.7527148152,2023-10-01 00:00:00,October 2023,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7690427525,0.7690427525,2023-11-01 00:00:00,November 2023,0,0, ,%null%,0,"On 1 November 2023, new bulk billing items with higher incentive payments were introduced for certain types of GP consultations outside of hospital, for children under 16 and concessional patients. These payments are triple the amount of existing standard bulk billing incentive payments. In addition, the standard bulk billing incentive payments continue to be available for the remaining types of GP consultations.",0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7726212587,0.7726212587,2023-12-01 00:00:00,December 2023,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7687280206,0.7687280206,2024-01-01 00:00:00,January 2024,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7716757829,0.7716757829,2024-02-01 00:00:00,February 2024,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7759531607,0.7759531607,2024-03-01 00:00:00,March 2024,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7883798586,0.7883798586,2024-04-01 00:00:00,April 2024,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7907643876,0.7907643876,2024-05-01 00:00:00,May 2024,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7835723216,0.7835723216,2024-06-01 00:00:00,June 2024,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7757362334,0.7757362334,2024-07-01 00:00:00,July 2024,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7744595103,0.7744595103,2024-08-01 00:00:00,August 2024,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7756519212,0.7756519212,2024-09-01 00:00:00,September 2024,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7724844534,0.7724844534,2024-10-01 00:00:00,October 2024,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7725762239,0.7725762239,2024-11-01 00:00:00,November 2024,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7739497771,0.7739497771,2024-12-01 00:00:00,December 2024,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7691546888,0.7691546888,2025-01-01 00:00:00,January 2025,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7727319854,0.7727319854,2025-02-01 00:00:00,February 2025,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7773932869,0.7773932869,2025-03-01 00:00:00,March 2025,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7954270455,0.7954270455,2025-04-01 00:00:00,April 2025,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7932088334,0.7932088334,2025-05-01 00:00:00,May 2025,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7882930441,0.7882930441,2025-06-01 00:00:00,June 2025,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7738296746,0.7738296746,2025-07-01 00:00:00,July 2025,0,0, ,%null%,0,"On 1 July 2025, COVID-19 vaccine support items were removed from the MBS. These were items claimed by GPs to assess a patient's suitability for the COVID-19 vaccine, and were removed to bring the MBS treatment of COVID-19 vaccines in line with other vaccines. GPs will be able to use general attendance items when providing COVID-19 vaccine support services.",0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7746597825,0.7746597825,2025-08-01 00:00:00,August 2025,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.776603198,0.776603198,2025-09-01 00:00:00,September 2025,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.7777666015,0.7777666015,2025-10-01 00:00:00,October 2025,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8119087039,0.8119087039,2025-11-01 00:00:00,November 2025,0,0, ,%null%,0,"On 1 November 2025, bulk billing incentives, previously only eligible for patients under 16 years of age or who were a Commonwealth concession cardholder, were expanded to all Medicare-eligible patients when bulk billed.",0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8158334801,0.8158334801,2025-12-01 00:00:00,December 2025,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8139003653,0.8139003653,2026-01-01 00:00:00,January 2026,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8182048589,0.8182048589,2026-02-01 00:00:00,February 2026,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
Aus,0,Aus,0,Total,0,0.8261975733,0.8261975733,2026-03-01 00:00:00,March 2026,0,0, ,%null%,0,%null%,0,In Aus,0,Australia,0,0
